#
#   VizieR Astronomical Server vizier.unistra.fr
#    Date: 2025-12-15T04:11:56 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-12-15T04:11:56	  Query execution date
#INFO	request=https://vizier.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.all=2&-order=I&-out.src=J/ApJS/234/35/table4&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/234/35/table4&-out=Name&-out=Np&-out=RAJ2000&-out=DEJ2000&-out=Gal&-out=NUVFlux&-out=e_NUVFlux&-out=FUVFlux&-out=e_FUVFlux&-out=3.6Flux&-out=e_3.6Flux&-out=4.5Flux&-out=e_4.5Flux&-out=5.8Flux&-out=e_5.8Flux&-out=8Flux&-out=e_8Flux&-out=24Flux&-out=e_24Flux&-out=uFlux&-out=e_uFlux&-out=gFlux&-out=e_gFlux&-out=rFlux&-out=e_rFlux&-out=iFlux&-out=e_iFlux&-out=zFlux&-out=e_zFlux&-out=Ha+Cont&-out=e_Ha+Cont&-out=Ha&-out=e_Ha&-out=HFlux&-out=e_HFlux&-out=JFlux&-out=e_JFlux&-out=KsFlux&-out=e_KsFlux&-out=SED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340035
#Name: J/ApJS/234/35
#Title: Stellar population synthesis of clumps (Zaragoza-Cardiel+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/35	    IVOID of underlying data collection
#INFO	creator=Zaragoza-Cardiel J.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...35Z	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/35	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340035	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-11-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_35_table4:
#Name: J/ApJS/234/35/table4
#Title: GALEX, Spitzer, SDSS, H{alpha}, and 2MASS photometry for the clumps
#Column	Name	(a27)	Name of the identified clump	[ucd=meta.id;meta.main]
#Column	Np	(I3)	Output parameters for this clump (link to table 5)	[ucd=meta.ref.url]
#Column	RAJ2000	(F11.7)	Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F14.10)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Gal	(A9)	Name of the galaxy	[ucd=meta.id.parent]
#Column	NUVFlux	(F8.4)	[0.001/115]? GALEX NUV band flux	[ucd=phot.flux.density;em.UV.200-300nm]
#Column	e_NUVFlux	(F7.4)	[0.0001/0.2]? Error in NUVFlux (G2)	[ucd=stat.error]
#Column	FUVFlux	(F10.7)	[0.001/86.7]? GALEX FUV band flux	[ucd=phot.flux.density;em.UV.100-200nm]
#Column	e_FUVFlux	(F10.7)	[2e-07/0.1]? Error in FUVFlux (G2)	[ucd=stat.error]
#Column	3.6Flux	(F9.4)	[0.003/2692]? Spitzer/IRAC 3.6um band flux	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6Flux	(F7.4)	[0.0004/0.3]? Error in 4.5Flux (G2)	[ucd=stat.error]
#Column	4.5Flux	(F9.4)	[0.003/1697] Spitzer/IRAC 4.5um band flux	[ucd=phot.mag;em.IR.4-8um]
#Column	e_4.5Flux	(F7.4)	[0.0004/0.2]? Error in 4.5Flux (G2)	[ucd=stat.error]
#Column	5.8Flux	(F8.3)	[0.01/2777]? Spitzer/IRAC 5.8um band flux	[ucd=phot.flux.density;em.IR.4-8um]
#Column	e_5.8Flux	(F6.3)	[0.001/0.5]? Error in 5.8Flux (G2)	[ucd=stat.error]
#Column	8Flux	(F8.3)	[0.02/5358] Spitzer/IRAC 8um band flux	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_8Flux	(F6.3)	[0.002/2]? Error in 8Flux (G2)	[ucd=stat.error]
#Column	24Flux	(F8.3)	[0.06/8890]? Spitzer/MIPS 24um band flux	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_24Flux	(F5.2)	[0/20]? Error in 24Flux (G2)	[ucd=stat.error]
#Column	uFlux	(F8.4)	[0.009/540]? SDSS u band flux	[ucd=phot.flux.density;em.opt.U]
#Column	e_uFlux	(F7.4)	[0.0009/0.2]? Error in uFlux (G2)	[ucd=stat.error]
#Column	gFlux	(F9.4)	[0.004/1171]? SDSS g band flux	[ucd=phot.mag;em.opt.B]
#Column	e_gFlux	(F7.4)	[0.0006/0.3]? Error in gFlux (G2)	[ucd=stat.error]
#Column	rFlux	(F9.4)	[0.007/2142]? SDSS r band flux	[ucd=phot.flux.density;em.opt.R]
#Column	e_rFlux	(F7.4)	[0.0008/1]? Error in rFlux (G2)	[ucd=stat.error]
#Column	iFlux	(F8.3)	[0.01/2992]? SDSS i band flux	[ucd=phot.flux.density;em.opt.I]
#Column	e_iFlux	(F6.3)	[0.001/1]? Error in iFlux (G2)	[ucd=stat.error]
#Column	zFlux	(F8.3)	[0.03/3744]? SDSS z band flux	[ucd=phot.mag;em.opt.I]
#Column	e_zFlux	(F6.3)	[0.003/0.5]? Error in zFlux (G2)	[ucd=stat.error]
#Column	Ha+Cont	(F9.4)	[0.02/3470]? Halpha plus continuum flux	[ucd=phot.flux;em.line.Halpha]
#Column	e_Ha+Cont	(F7.4)	[0.00001/1]? Error in Ha+Cont (G2)	[ucd=stat.error]
#Column	Ha	(E11.4)	[/1.3e-11]? Halpha continuum subtracted flux	[ucd=phot.flux;em.line.Halpha]
#Column	e_Ha	(F7)	[/8e-15]? Error in Ha	[ucd=stat.error]
#Column	HFlux	(F8.3)	[0.05/6193]? 2MASS H band flux	[ucd=phot.flux.density;em.IR.H]
#Column	e_HFlux	(F6.3)	[0.009/1]? Error in HFlux (G2)	[ucd=stat.error]
#Column	JFlux	(F8.3)	[0.03/5184]? 2MASS J band flux	[ucd=phot.mag;em.IR.J]
#Column	e_JFlux	(F6.3)	[0.006/0.9]? Error in JFlux (G2)	[ucd=stat.error]
#Column	KsFlux	(F8.3)	[0.06/5085]? 2MASS Ks band flux	[ucd=phot.mag;em.IR.K]
#Column	e_KsFlux	(F6.3)	[0.009/1]? Error in KsFlux (G2)	[ucd=stat.error]
#Column	SED	(A3)	UV-FIR SED plot of this source	[ucd=meta.ref.url]
Name	Np	RAJ2000	DEJ2000	Gal	NUVFlux	e_NUVFlux	FUVFlux	e_FUVFlux	3.6Flux	e_3.6Flux	4.5Flux	e_4.5Flux	5.8Flux	e_5.8Flux	8Flux	e_8Flux	24Flux	e_24Flux	uFlux	e_uFlux	gFlux	e_gFlux	rFlux	e_rFlux	iFlux	e_iFlux	zFlux	e_zFlux	Ha+Cont	e_Ha+Cont	Ha	e_Ha	HFlux	e_HFlux	JFlux	e_JFlux	KsFlux	e_KsFlux	SED
Arp120_6_sbt_disk_1_0      	  1	186.9054000	+12.9780320000	NGC4438  	  0.0175	 0.0004	 0.0097000	 0.0003000	   0.3590	 0.0040	   0.1570	 0.0040	   0.220	 0.010	   0.210	 0.010	        	     	  0.0610	 0.0020	   0.0960	 0.0010	   0.1620	 0.0010	   0.277	 0.002	   0.385	 0.006	   0.1900	       	 1.1000e-15	       	   0.730	 0.040	   0.940	 0.030	   1.000	 0.040	SED
Arp120_7_sbt_disk_1_0      	  1	186.9235700	+13.0063600000	NGC4438  	  0.0766	 0.0007	 0.0589000	 0.0006000	   1.4150	 0.0070	   0.8040	 0.0060	   1.130	 0.020	   1.470	 0.020	   1.310	 0.08	  0.0150	       	   0.3810	 0.0060	   0.8200	 0.0100	   1.180	 0.020	   0.760	 0.020	   1.4200	 0.0700	 9.2000e-15	  4e-16	   2.680	 0.080	   2.260	 0.050	   1.690	 0.070	SED
Arp120_8_sbt_disk_1_0      	  0	186.9344800	+13.0249520000	NGC4438  	  0.0587	 0.0007	 0.0440000	 0.0006000	   1.7530	 0.0050	   1.0730	 0.0050	   1.710	 0.020	   3.800	 0.020	   2.210	 0.06	  0.0170	 0.0020	   0.3990	 0.0070	   0.8000	 0.0100	   1.430	 0.020	   1.390	 0.020	   1.3800	 0.0600	 5.5000e-15	  4e-16	   2.840	 0.070	   2.880	 0.050	   1.540	 0.070	SED
Arp202_1_sbt_disk_1_0      	  1	135.0601300	+35.7316130000	NGC2719  	  0.2240	 0.0080	 0.1800000	 0.0060000	   0.6310	 0.0020	   0.4880	 0.0020	   1.020	 0.004	   2.368	 0.005	  12.600	 0.10	  0.4280	 0.0050	   0.7150	 0.0080	   0.8170	 0.0090	   0.770	 0.010	   0.810	 0.010	         	       	           	       	   0.990	 0.020	   0.850	 0.010	   0.680	 0.030	SED
Arp202_2_sbt_disk_1_0      	  1	135.0635000	+35.7222810000	NGC2719A 	  0.4100	 0.0200	 0.4700000	 0.0200000	   0.3580	 0.0020	   0.2840	 0.0020	   0.509	 0.005	   1.119	 0.008	  16.500	 0.40	  0.5800	 0.0100	   0.7200	 0.0100	   0.6900	 0.0100	   0.530	 0.010	   0.530	 0.020	         	       	           	       	   0.500	 0.020	   0.480	 0.010	   0.550	 0.020	SED
Arp202_3_sbt_disk_1_0      	  1	135.0672700	+35.7194190000	NGC2719A 	  0.7000	 0.0200	 0.7200000	 0.0200000	   0.8710	 0.0010	   0.6840	 0.0010	   1.273	 0.005	   2.790	 0.007	  41.300	 0.40	  1.1500	 0.0100	   1.5300	 0.0100	   1.5800	 0.0100	   1.280	 0.010	   1.310	 0.020	         	       	           	       	   1.270	 0.020	   1.220	 0.010	   0.960	 0.020	SED
Arp205_1_sbt_disk_1_0      	  0	163.6760000	+54.3091430000	NGC3448  	  1.2000	 0.0100	          	          	   2.6990	 0.0080	   1.8760	 0.0060	   4.660	 0.010	  11.250	 0.010	  27.500	 0.20	  7.1300	 0.0300	   5.9600	 0.0200	   9.7100	 0.0500	   7.760	 0.040	  15.580	 0.090	   5.4000	 0.0100	 1.2680e-13	  2e-16	   4.320	 0.060	   4.110	 0.040	   3.350	 0.050	SED
Arp205_2_sbt_disk_1_0      	  0	163.6487800	+54.3025380000	NGC3448  	  0.5270	 0.0080	          	          	   3.0700	 0.0100	   2.1950	 0.0070	   6.230	 0.010	  14.940	 0.010	  39.000	 0.10	  4.1000	 0.0200	   4.1100	 0.0200	   7.6700	 0.0500	   6.480	 0.040	  14.100	 0.100	   4.9200	 0.0100	 1.1740e-13	  2e-16	   4.660	 0.050	   3.790	 0.040	   3.840	 0.040	SED
Arp205_3_sbt_disk_1_0      	  1	163.5613000	+54.2920770000	UGC06016 	  0.0110	       	          	          	   0.1300	 0.0010	   0.0760	 0.0010	   0.034	 0.004	   0.072	 0.004	   0.230	     	  0.0390	       	   0.1720	 0.0030	   0.3740	 0.0050	   0.356	 0.005	   0.500	 0.020	   0.1280	 0.0090	 1.2000e-15	  2e-16	   0.280	      	   0.420	 0.020	   0.280	 0.040	SED
Arp244_1_sbt_disk_1_0      	  1	180.4783400	-18.8842350000	NGC4039  	  1.0800	 0.0200	 0.5600000	 0.0100000	  15.5000	 0.0400	  18.1400	 0.0300	  71.100	 0.100	 203.500	 0.200	2397.000	 1.00	        	       	         	       	         	       	        	      	        	      	  29.5600	 0.0200	 7.9790e-13	  2e-16	  10.100	 0.100	   7.570	 0.090	   9.500	 0.100	SED
Arp244_10_sbt_disk_1_0     	  1	180.4607600	-18.8704040000	NGC4038  	  4.1300	 0.0200	 3.0600000	 0.0200000	   9.3900	 0.0500	   7.1800	 0.0300	  40.100	 0.100	 124.200	 0.300	 262.000	 3.00	        	       	         	       	         	       	        	      	        	      	  16.4600	 0.0300	 4.2180e-13	  2e-16	   7.600	 0.200	   7.500	 0.100	   7.300	 0.100	SED
Arp244_11_sbt_disk_1_0     	  1	180.4642900	-18.8629300000	NGC4038  	  2.4800	 0.0200	 1.9500000	 0.0200000	   6.0800	 0.0600	   4.4000	 0.0400	  19.400	 0.100	  55.100	 0.300	  79.000	 2.00	        	       	         	       	         	       	        	      	        	      	   8.8700	 0.0400	 2.0310e-13	  2e-16	   7.700	 0.200	   6.000	 0.200	   7.000	 0.200	SED
Arp244_2_sbt_disk_1_0      	  1	180.4794600	-18.8795380000	NGC4039  	  1.1800	 0.0200	 0.7500000	 0.0100000	  16.2600	 0.0500	  14.7300	 0.0400	  81.000	 0.100	 227.100	 0.400	 855.000	 6.00	        	       	         	       	         	       	        	      	        	      	  22.9400	 0.0300	 6.6140e-13	  5e-16	   6.400	 0.100	   3.730	 0.080	   8.400	 0.100	SED
Arp244_3_sbt_disk_1_0      	  1	180.4848600	-18.8658210000	NGC4038  	  0.3200	 0.0300	 0.2100000	 0.0200000	   3.6300	 0.0200	   2.3200	 0.0100	   5.640	 0.020	  12.870	 0.030	  16.500	 0.20	        	       	         	       	         	       	        	      	        	      	   2.3100	 0.0200	 8.9500e-15	  7e-17	   7.100	 0.100	   6.580	 0.070	   5.400	 0.100	SED
Arp244_4_sbt_disk_1_0      	  1	180.4784000	-18.8706490000	NGC4038  	  2.2900	 0.0300	 1.8300000	 0.0200000	   8.1400	 0.0600	   6.5200	 0.0400	  33.000	 0.100	  97.100	 0.300	 206.000	 3.00	        	       	         	       	         	       	        	      	        	      	  11.8700	 0.0600	 3.1340e-13	  5e-16	   6.800	 0.200	   4.300	 0.100	   5.900	 0.200	SED
Arp244_5_sbt_disk_1_0      	  1	180.4688200	-18.8919070000	NGC4039  	  0.3290	 0.0060	 0.2210000	 0.0040000	   2.4800	 0.0200	   1.6100	 0.0100	   3.240	 0.020	   7.600	 0.050	  15.800	 0.40	        	       	         	       	         	       	        	      	        	      	   1.1800	 0.0200	 2.3600e-15	  8e-17	   5.200	 0.090	   4.330	 0.060	   4.180	 0.080	SED
Arp244_6_sbt_disk_1_0      	  1	180.4778800	-18.8652130000	NGC4038  	  0.9800	 0.0300	 0.6900000	 0.0300000	   2.3500	 0.0700	   1.7900	 0.0500	   8.700	 0.100	  31.300	 0.300	 102.000	 3.00	        	       	         	       	         	       	        	      	        	      	   4.9100	 0.0500	 1.1760e-13	  2e-16	   2.800	 0.200	   2.600	 0.200	   2.800	 0.200	SED
Arp244_7_sbt_disk_1_0      	  1	180.4780300	-18.8624050000	NGC4038  	  0.6600	 0.0300	 0.4500000	 0.0200000	   4.7200	 0.0700	   3.2400	 0.0400	  12.400	 0.100	  41.700	 0.200	  69.500	 0.70	        	       	         	       	         	       	        	      	        	      	   3.3300	 0.0500	 6.8700e-14	  1e-16	   2.700	 0.200	   4.000	 0.200	   4.600	 0.200	SED
Arp244_8_sbt_disk_1_0      	  1	180.4766500	-18.8628160000	NGC4038  	  0.9300	 0.0300	 0.6900000	 0.0200000	   2.2100	 0.0700	   1.5000	 0.0500	   7.900	 0.100	  28.500	 0.300	  75.000	 2.00	        	       	         	       	         	       	        	      	        	      	   3.8900	 0.0500	 8.1700e-14	  1e-16	   2.900	 0.300	   3.000	 0.200	   2.500	 0.200	SED
Arp244_9_sbt_disk_1_0      	  1	180.4666900	-18.8730110000	NGC4038  	  1.5900	 0.0400	 0.9100000	 0.0300000	   5.2900	 0.0600	   4.1300	 0.0400	  21.200	 0.100	  65.400	 0.300	 190.000	 2.00	        	       	         	       	         	       	        	      	        	      	   7.2700	 0.0300	 1.6520e-13	  2e-16	   5.800	 0.200	   4.900	 0.100	   4.600	 0.100	SED
Arp245_1_sbt_disk_1_0      	  1	146.4529600	-14.3767830000	NGC2993  	  0.0220	       	 0.0130000	          	   0.0860	 0.0020	   0.0560	 0.0030	   0.084	      	   0.320	 0.010	   4.300	 0.30	        	       	         	       	         	       	        	      	        	      	         	       	           	       	   0.240	      	   0.150	      	   0.260	      	SED
Arp245_2_sbt_disk_1_0      	  1	146.4234600	-14.3376540000	NGC2992  	  0.0078	       	 0.0060000	          	   0.2800	 0.0050	   0.1760	 0.0040	   0.230	 0.010	   0.620	 0.020	   0.900	     	        	       	         	       	         	       	        	      	        	      	   0.0480	 0.0050	 3.9000e-16	  6e-17	   0.260	      	   0.330	 0.030	   0.340	      	SED
Arp245_3_sbt_disk_1_0      	  1	146.4204900	-14.3402150000	NGC2992  	  0.0048	 0.0004	 0.0124000	 0.0007000	   0.2690	 0.0020	   0.1780	 0.0020	   0.301	 0.008	   1.040	 0.010	   1.690	 0.08	        	       	         	       	         	       	        	      	        	      	   0.0470	 0.0040	 2.3000e-16	  6e-17	   0.230	      	   0.370	 0.020	   0.360	 0.040	SED
Arp245_4_sbt_disk_1_0      	  1	146.4275400	-14.3212500000	NGC2992  	  0.0130	 0.0020	 0.0100000	          	   4.0800	 0.0100	   2.6650	 0.0090	   5.240	 0.020	  11.430	 0.010	  10.500	 0.30	        	       	         	       	         	       	        	      	        	      	   0.6630	 0.0070	 4.5900e-15	  8e-17	   7.850	 0.070	   6.130	 0.050	   6.660	 0.090	SED
Arp245_5_sbt_disk_1_0      	  1	146.4183800	-14.3369250000	NGC2992  	  0.0059	       	 0.0081000	 0.0008000	   0.3070	 0.0060	   0.2210	 0.0040	   0.480	 0.010	   1.180	 0.020	   1.000	     	        	       	         	       	         	       	        	      	        	      	   0.0620	       	 1.8000e-16	       	   0.680	 0.040	   0.210	      	   0.310	      	SED
Arp24_1_sbt_disk_1_0       	  0	163.6554800	+56.9830390000	NGC3445  	  0.2300	 0.0100	 0.1700000	 0.0100000	   0.2510	 0.0050	   0.1400	 0.0040	   0.580	 0.010	   1.550	 0.030	   1.500	 0.20	  0.4100	 0.0100	   0.9500	 0.0200	   2.0300	 0.0400	   1.100	 0.020	   1.370	 0.040	   0.3500	 0.0100	 5.3000e-15	  2e-16	   0.330	 0.030	   0.300	 0.020	   0.150	      	SED
Arp24_10_sbt_disk_1_0      	  0	163.6361700	+56.9920960000	NGC3445  	  0.1710	 0.0070	 0.1430000	 0.0060000	   0.5050	 0.0020	   0.3290	 0.0020	   0.817	 0.007	   2.001	 0.005	   3.660	 0.05	  0.4960	 0.0090	   1.6900	 0.0200	   4.4900	 0.0600	   2.400	 0.040	   2.950	 0.060	   0.7200	 0.0100	 1.2600e-14	  2e-16	   0.260	      	   0.640	 0.030	   0.240	      	SED
Arp24_11_sbt_disk_1_0      	  1	163.6352300	+56.9875500000	NGC3445  	  0.0910	 0.0050	 0.0710000	 0.0040000	   0.3270	 0.0050	   0.2320	 0.0040	   0.490	 0.010	   1.320	 0.020	   2.400	 0.20	  0.3180	 0.0070	   0.7900	 0.0100	   2.2400	 0.0400	   1.250	 0.020	   1.620	 0.040	   0.4500	 0.0100	 8.1000e-15	  1e-16	   0.220	      	   0.170	      	   0.190	      	SED
Arp24_2_sbt_disk_1_0       	  0	163.6600500	+56.9943620000	NGC3445  	  0.1300	 0.0200	 0.1000000	 0.0100000	   0.2510	 0.0010	   0.1670	 0.0010	   0.618	 0.006	   1.752	 0.006	   4.010	 0.09	  0.2800	 0.0100	   0.6600	 0.0200	   1.7100	 0.0500	   0.900	 0.030	   1.270	 0.050	   0.4950	 0.0080	 1.1200e-14	  1e-16	   0.410	 0.040	   0.270	 0.020	   0.210	      	SED
Arp24_3_sbt_disk_1_0       	  0	163.6580300	+56.9891680000	NGC3445  	  0.9200	 0.0200	 0.8700000	 0.0200000	   1.0900	 0.0070	   0.8500	 0.0050	   2.960	 0.010	   8.230	 0.030	  48.800	 0.60	  2.6500	 0.0200	   4.2800	 0.0400	  10.8000	 0.1000	   4.730	 0.060	   6.700	 0.100	   5.6200	 0.0200	 1.6760e-13	  2e-16	   1.250	 0.050	   1.430	 0.030	   1.170	 0.040	SED
Arp24_4_sbt_disk_1_0       	  0	163.6509300	+56.9810350000	NGC3445  	  0.2680	 0.0070	 0.2380000	 0.0060000	   0.3450	 0.0050	   0.2130	 0.0030	   0.665	 0.009	   1.490	 0.020	   3.000	 0.20	  0.7160	 0.0060	   1.4300	 0.0100	   3.0300	 0.0300	   1.390	 0.020	   1.850	 0.040	   0.7300	 0.0100	 1.7400e-14	  2e-16	   0.170	      	   0.620	 0.020	   0.150	      	SED
Arp24_5_sbt_disk_1_0       	  0	163.6503600	+56.9855320000	NGC3445  	  0.2500	 0.0200	 0.2400000	 0.0200000	   0.3200	 0.0040	   0.2280	 0.0030	   0.720	 0.010	   1.840	 0.020	   5.300	 0.10	  0.6800	 0.0200	   1.3200	 0.0400	   3.0000	 0.0900	   1.750	 0.060	   2.600	 0.100	   0.6200	 0.0100	 1.2300e-14	  2e-16	   0.400	 0.030	   0.650	 0.020	   0.460	 0.030	SED
Arp24_6_sbt_disk_1_0       	  0	163.6471500	+56.9938890000	NGC3445  	  0.3300	 0.0100	 0.3000000	 0.0100000	   1.1480	 0.0090	   0.8170	 0.0050	   2.520	 0.010	   6.590	 0.030	  18.900	 0.50	  1.2100	 0.0200	   2.6000	 0.0400	   7.5000	 0.1000	   4.320	 0.080	   6.700	 0.100	   2.1800	 0.0100	 5.1800e-14	  2e-16	   1.260	 0.050	   1.690	 0.030	   1.560	 0.040	SED
Arp24_7_sbt_disk_1_0       	  0	163.6442700	+56.9911770000	NGC3445  	  0.3000	 0.0100	 0.2400000	 0.0100000	   1.5140	 0.0070	   0.9610	 0.0050	   1.780	 0.010	   4.010	 0.030	   8.200	 0.50	  1.4000	 0.0200	   4.5400	 0.0400	  12.9000	 0.1000	   8.090	 0.070	  13.200	 0.100	   1.5100	 0.0100	 1.1600e-14	  2e-16	   3.370	 0.030	   2.950	 0.030	   2.460	 0.030	SED
Arp24_8_sbt_disk_1_0       	  1	163.6414900	+56.9855940000	NGC3445  	  0.0470	       	 0.0440000	          	   0.1200	 0.0050	   0.0870	 0.0040	   0.330	 0.010	   1.030	 0.020	   2.200	 0.20	  0.0550	       	   0.1300	       	   0.3500	       	   0.370	 0.030	   0.770	 0.060	   0.2100	 0.0100	 4.8000e-15	  2e-16	   0.200	      	   0.130	      	   0.200	      	SED
Arp24_9_sbt_disk_1_0       	  1	163.6401800	+56.9842840000	NGC3445  	  0.0630	 0.0040	 0.0560000	 0.0040000	   0.1820	 0.0050	   0.1260	 0.0040	   0.390	 0.010	   1.160	 0.020	   1.200	 0.20	  0.2050	 0.0050	   0.2900	 0.0100	   0.6500	 0.0300	   0.380	 0.020	   0.800	 0.040	   0.3700	 0.0100	 9.7000e-15	  2e-16	   0.190	      	   0.190	 0.020	   0.410	 0.030	SED
Arp253_1_sbt_disk_1_0      	  1	145.8583800	-05.2804777000	UGCA174  	  0.2070	 0.0030	 0.1720000	 0.0030000	   0.4360	 0.0010	   0.2860	 0.0010	   0.613	 0.005	   1.320	 0.004	   4.210	 0.04	        	       	         	       	         	       	        	      	        	      	   0.8140	 0.0070	 1.9900e-14	  1e-16	   0.290	      	   0.420	 0.030	   0.410	 0.040	SED
Arp253_2_sbt_disk_1_0      	  1	145.8426100	-05.2829366000	UGCA173  	  0.3290	 0.0090	 0.2710000	 0.0080000	   0.8300	 0.0010	   0.5800	 0.0010	   0.975	 0.005	   2.114	 0.005	  13.340	 0.05	        	       	         	       	         	       	        	      	        	      	   2.1940	 0.0080	 5.6800e-14	  2e-16	   1.080	 0.040	   1.120	 0.030	   1.080	 0.040	SED
Arp253_3_sbt_disk_1_0      	  1	145.8383400	-05.2829376000	UGCA173  	  0.4970	 0.0040	 0.4630000	 0.0040000	   0.4590	 0.0010	   0.2980	 0.0010	   0.617	 0.004	   1.458	 0.004	   4.350	 0.03	        	       	         	       	         	       	        	      	        	      	   1.3110	 0.0070	 3.4100e-14	  1e-16	   0.950	 0.040	   0.710	 0.030	   0.310	      	SED
Arp261_1_sbt_disk_1_0      	  1	222.3760800	-10.1836970000	PGC052940	  0.0280	 0.0020	 0.0180000	 0.0020000	   0.1231	 0.0009	   0.0791	 0.0008	   0.089	 0.003	   0.131	 0.003	   0.270	 0.02	        	       	         	       	         	       	        	      	        	      	   0.0360	       	 7.0000e-16	       	   0.250	      	   0.190	      	   0.470	 0.040	SED
Arp261_2_sbt_disk_1_0      	  1	222.3751800	-10.1706970000	PGC052940	  0.6000	 0.0200	 0.4600000	 0.0100000	   1.7150	 0.0030	   1.1870	 0.0020	   3.040	 0.004	   7.728	 0.007	  26.300	 0.10	        	       	         	       	         	       	        	      	        	      	   2.6000	 0.0100	 6.5900e-14	  3e-16	   2.630	 0.040	   2.620	 0.030	   2.560	 0.050	SED
Arp261_3_sbt_disk_1_0      	  1	222.3792100	-10.1549450000	PGC052935	  0.0400	 0.0030	 0.0310000	 0.0030000	   0.1010	 0.0010	   0.0690	 0.0010	   0.314	 0.003	   0.908	 0.005	   1.190	 0.05	        	       	         	       	         	       	        	      	        	      	   0.1200	 0.0100	 3.7000e-15	  3e-16	   0.240	      	   0.160	      	   0.310	 0.040	SED
Arp261_4_sbt_disk_1_0      	  1	222.3732600	-10.1780710000	PGC052940	  0.1400	       	 0.1300000	          	   0.4140	 0.0020	   0.2970	 0.0010	   0.276	 0.003	   0.397	 0.004	   1.310	 0.03	        	       	         	       	         	       	        	      	        	      	   0.2600	       	 7.9000e-16	       	   1.080	 0.040	   0.640	 0.030	   0.390	 0.040	SED
Arp261_5_sbt_disk_1_0      	  1	222.3781200	-10.1522120000	PGC052935	  0.0280	 0.0020	 0.0210000	 0.0020000	   0.3690	 0.0010	   0.2310	 0.0010	   0.286	 0.003	   0.580	 0.005	   1.300	 0.04	        	       	         	       	         	       	        	      	        	      	   0.2100	 0.0100	 2.8000e-15	  2e-16	   1.090	 0.040	   0.640	 0.020	   0.290	      	SED
Arp261_6_sbt_disk_1_0      	  1	222.3695000	-10.1632160000	PGC052940	  0.0460	 0.0010	 0.0350000	 0.0010000	   0.1180	 0.0020	   0.0820	 0.0020	   0.299	 0.004	   0.572	 0.006	   0.870	 0.03	        	       	         	       	         	       	        	      	        	      	   0.1300	 0.0100	 2.6000e-15	  2e-16	   0.340	 0.030	   0.160	      	   0.580	 0.040	SED
Arp261_7_sbt_disk_1_0      	  1	222.3744000	-10.1484260000	PGC052935	  0.0440	 0.0010	 0.0380000	 0.0010000	   0.0640	 0.0020	   0.0420	 0.0010	   0.046	 0.003	   0.183	 0.004	   0.250	     	        	       	         	       	         	       	        	      	        	      	   0.0400	 0.0100	 8.0000e-16	  2e-16	   0.260	      	   0.440	 0.020	   0.330	      	SED
Arp269_1_sbt_disk_1_0      	  1	187.6573900	+41.6402320000	NGC4490  	  8.0600	 0.0200	 3.5560000	 0.0090000	  51.4900	 0.0400	  33.9200	 0.0300	  78.160	 0.080	 173.100	 0.200	 362.000	 2.00	 23.4300	 0.0100	  61.2700	 0.0200	  84.3100	 0.0300	 101.410	 0.030	 121.610	 0.040	  48.3100	 0.0900	 3.2000e-14	  5e-16	 162.800	 0.300	 146.600	 0.200	 133.600	 0.300	SED
Arp269_2_sbt_disk_1_0      	  1	187.6304700	+41.6539740000	NGC4490  	  6.7900	 0.0200	 4.3700000	 0.0100000	  30.6600	 0.0200	  21.5800	 0.0100	  87.560	 0.040	 220.730	 0.080	 622.300	 0.50	 12.2500	 0.0100	  24.2300	 0.0300	  33.3700	 0.0400	  35.970	 0.040	  41.630	 0.050	  42.2000	 0.0700	 3.1370e-13	  5e-16	  58.500	 0.200	  50.800	 0.100	  49.600	 0.200	SED
